char,minx,maxx,miny,maxy,text_id,page
A,254.89000000000007,261.56000000000006,602.8739999999999,612.8739999999999,7,0
n,261.56000000000006,267.12000000000006,602.8739999999999,612.8739999999999,7,0
d,267.12000000000006,272.68000000000006,602.8739999999999,612.8739999999999,7,0
 ,272.68000000000006,275.46000000000004,602.8739999999999,612.8739999999999,7,0
m,275.46000000000004,283.79,602.8739999999999,612.8739999999999,7,0
o,283.7900000000001,289.3500000000001,602.8739999999999,612.8739999999999,7,0
r,289.3500000000001,292.68000000000006,602.8739999999999,612.8739999999999,7,0
e,292.68000000000006,298.24000000000007,602.8739999999999,612.8739999999999,7,0
 ,298.2400000000001,301.0200000000001,602.8739999999999,612.8739999999999,7,0
t,301.0200000000001,303.80000000000007,602.8739999999999,612.8739999999999,7,0
e,303.80000000000007,309.36000000000007,602.8739999999999,612.8739999999999,7,0
x,309.3600000000001,314.3600000000001,602.8739999999999,612.8739999999999,7,0
t,314.3600000000001,317.1400000000001,602.8739999999999,612.8739999999999,7,0
.,317.1400000000001,319.9200000000001,602.8739999999999,612.8739999999999,7,0
 ,319.9200000000001,322.70000000000005,602.8739999999999,612.8739999999999,7,0
A,322.7000000000001,329.3700000000001,602.8739999999999,612.8739999999999,7,0
n,329.3700000000001,334.9300000000001,602.8739999999999,612.8739999999999,7,0
d,334.9300000000001,340.4900000000001,602.8739999999999,612.8739999999999,7,0
 ,340.4900000000001,343.2700000000001,602.8739999999999,612.8739999999999,7,0
m,343.2700000000001,351.6000000000001,602.8739999999999,612.8739999999999,7,0
o,351.6000000000001,357.1600000000001,602.8739999999999,612.8739999999999,7,0
r,357.1600000000001,360.49000000000007,602.8739999999999,612.8739999999999,7,0
e,360.49000000000007,366.05000000000007,602.8739999999999,612.8739999999999,7,0
 ,366.05000000000007,368.83000000000004,602.8739999999999,612.8739999999999,7,0
t,368.83000000000004,371.61,602.8739999999999,612.8739999999999,7,0
e,371.61,377.17,602.8739999999999,612.8739999999999,7,0
x,377.17,382.17,602.8739999999999,612.8739999999999,7,0
t,382.17,384.95,602.8739999999999,612.8739999999999,7,0
.,384.95,387.72999999999996,602.8739999999999,612.8739999999999,7,0
 ,387.72999999999996,390.50999999999993,602.8739999999999,612.8739999999999,7,0
 ,69.25,72.03,590.9219999999999,600.9219999999999,8,0
A,72.03,78.7,590.9219999999999,600.9219999999999,8,0
n,78.7,84.26,590.9219999999999,600.9219999999999,8,0
d,84.26,89.82000000000001,590.9219999999999,600.9219999999999,8,0
 ,89.82,92.6,590.9219999999999,600.9219999999999,8,0
m,92.6,100.92999999999999,590.9219999999999,600.9219999999999,8,0
o,100.93,106.49000000000001,590.9219999999999,600.9219999999999,8,0
r,106.49000000000001,109.82000000000001,590.9219999999999,600.9219999999999,8,0
e,109.82,115.38,590.9219999999999,600.9219999999999,8,0
 ,115.38,118.16,590.9219999999999,600.9219999999999,8,0
t,118.16,120.94,590.9219999999999,600.9219999999999,8,0
e,120.94,126.5,590.9219999999999,600.9219999999999,8,0
x,126.5,131.5,590.9219999999999,600.9219999999999,8,0
t,131.5,134.28,590.9219999999999,600.9219999999999,8,0
